OSEBuildingID,proportionparking,Proportionbat,old_built,PropertyGFATotal,NumberofBuildings,NumberofFloors,mean_GFA_per_floor,prop_gfa_largest_property,diff_prop_gfa_largest_property_per_type,SteamUse(kBtu)_pct,Electricity(kBtu)_pct,NaturalGas(kBtu)_pct,Longitude,Latitude,SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_infrequent_sklearn,PrimaryPropertyType_Large Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,PrimaryPropertyType_infrequent_sklearn,Neighborhood_lcaps_downtown,Neighborhood_lcaps_east,Neighborhood_lcaps_greater duwamish,Neighborhood_lcaps_lake union,Neighborhood_lcaps_magnolia / queen anne,Neighborhood_lcaps_northeast,Neighborhood_lcaps_northwest,Neighborhood_lcaps_infrequent_sklearn,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Worship Facility,LargestPropertyUseType_infrequent_sklearn,BuildingType,PrimaryPropertyType,Neighborhood_lcaps,LargestPropertyUseType,BuildingType_cat,PrimaryPropertyType_cat,Neighborhood_lcaps_cat,LargestPropertyUseType_cat
24895,0.0,1.0,36,30630,1.0,1,15315.0,0.9294809010773751,0.038240264206888086,0.0,1.0,0.0,-122.30189,47.59881,6194518.0,200.3999939,42.24,1.38,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Supermarket / Grocery Store,central,Supermarket/Grocery Store,0,14,1,48
24896,0.0,1.0,36,23421,1.0,2,7807.0,0.8228085905811025,-0.0505101543562807,0.0,1.0,0.0,-122.30189,47.59881,1955353.0,83.5,13.22,0.56,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,central,Retail Store,0,11,1,44
24909,0.0,1.0,88,24120,1.0,2,8040.0,1.0,0.009825607403749825,0.0,0.38553366933429484,0.6144663306657052,-122.38238,47.67628,1024822.188,42.5,31.54,1.31,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,ballard,Worship Facility,0,17,0,51
24911,0.0,1.0,87,35736,1.0,3,8934.0,0.8106671143944482,-0.179507278201802,0.0,0.18559103711716232,0.8144089628828377,-122.38502,47.6764,1342448.875,37.59999847,51.15,1.43,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,ballard,Worship Facility,0,17,0,51
24943,0.0,1.0,75,51050,1.0,1,25525.0,0.9696376101860921,0.06787003698630956,0.0,0.6525254401135498,0.3474745598864501,-122.33644,47.57298,1355995.25,27.39999962,27.75,0.54,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
24948,0.0,1.0,62,21900,1.0,2,7300.0,1.0,0.12668125506261685,0.0,0.44097687516366624,0.5590231248363338,-122.33475,47.57044,1439042.25,65.69999695,42.66,1.95,40.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,greater duwamish,Retail Store,0,11,5,44
24955,0.0,1.0,64,16300,1.0,1,8150.0,3.997791411042945,3.049836467679186,0.0,0.920162751052155,0.07983724894784508,-122.33843,47.57227,150167.7969,2.299999952,1.6,0.1,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,greater duwamish,Distribution Center,0,0,5,4
24958,0.0,1.0,52,33462,1.0,1,16731.0,1.0,0.09823242680021749,0.0,1.0,0.0,-122.33735,47.57339,1386445.375,41.40000153,9.67,0.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
24959,0.0,1.0,64,35310,1.0,1,17655.0,0.2965448881336732,-0.5742123676654123,0.0,0.4237684664318385,0.5762315335681615,-122.33862,47.57506,1519845.5,52.0,44.68,1.27,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Mixed Use Property,greater duwamish,Other,0,7,5,22
24991,0.0,1.0,54,36140,1.0,3,9035.0,0.9610680686220254,0.09031081282293996,0.0,1.0,0.0,-122.32323,47.54089,4653535.0,134.0,32.44,0.9,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Other,greater duwamish,Other,0,8,5,22
24994,0.4458436711631883,0.5541563288368118,25,47963,1.0,2,8859.666666666666,0.6179763567750141,-0.09877423173003841,0.0,0.35749397954017514,0.6425060204598249,-122.31678,47.59886,8224244.0,277.5,298.91,6.23,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,downtown,Other - Mall,0,8,3,26
25000,0.0,1.0,86,23903,1.0,1,11951.5,0.7676860645107308,-0.13408150868905166,0.0,0.4014517352208299,0.5985482647791701,-122.31936,47.59774,486884.9063,21.29999924,14.37,0.6,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,downtown,Non-Refrigerated Warehouse,0,16,3,20
25001,0.0,1.0,69,22522,1.0,3,5630.5,1.0,0.05473301931225982,0.0,0.24330423136244955,0.7566957686375504,-122.31715,47.67923,630412.625,28.0,23.52,1.04,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,northeast,Self-Storage Facility,0,12,9,45
25002,0.0,1.0,20,38959,1.0,4,7791.8,1.0,0.05473301931225982,0.0,0.5806381451835495,0.41936185481645044,-122.31697,47.67905,963968.1875,24.70000076,23.84,0.61,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,northeast,Self-Storage Facility,0,12,9,45
25025,0.0,1.0,88,25955,1.0,2,8651.666666666666,0.5451743402041995,-0.356593232995583,0.0,1.0,0.0,-122.30519,47.5867,1218112.0,46.90000153,8.49,0.33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
25115,0.0,1.0,65,21936,1.0,2,7312.0,1.0,0.009825607403749825,0.0,0.1265038866146699,0.8734961133853301,-122.35498,47.70901,686216.5,31.29999924,28.78,1.31,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,northwest,Worship Facility,0,17,10,51
25124,0.0,1.0,56,25406,1.0,1,12703.0,1.0,0.0,0.0,0.7787410634586565,0.22125893654134354,-122.2956,47.7162,2484501.5,97.80000305,41.96,1.65,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,north,"Personal Services (Health/Beauty, Dry Cleaning, etc)",0,8,8,35
25148,0.0,1.0,49,23250,1.0,2,7750.0,0.9468387096774193,0.1604322332068694,0.0,1.0,0.0,-122.2858,47.56029,888432.5,40.40000153,6.3,0.27,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,southeast,Office,0,13,11,21
25163,0.0,1.0,56,30000,1.0,1,15000.0,1.0,0.09823242680021749,0.0,0.2149513549448501,0.7850486450551499,-122.33146,47.55966,3246531.0,108.1999969,120.72,4.02,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
25165,0.0,1.0,54,45036,1.0,1,22518.0,0.46873612221334043,-0.4330314509864421,0.0,0.5519574169307551,0.44804258306924494,-122.32205,47.56522,1989787.875,47.40000153,49.53,1.1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nonresidential COS,Warehouse,greater duwamish,Non-Refrigerated Warehouse,1,16,5,20
25268,0.0,1.0,36,23022,1.0,4,4604.4,1.0,0.21359352352945005,0.0,0.8423071344225398,0.15769286557746018,-122.30089,47.70868,1075427.75,46.70000076,14.64,0.64,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,north,Office,0,13,8,21
25275,0.0,1.0,49,27263,1.0,1,13631.5,0.8069544804313539,-0.17309755943285354,0.0,1.0,0.0,-122.32885,47.56173,2408141.75,88.5,17.22,0.63,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Refrigerated Warehouse,greater duwamish,Refrigerated Warehouse,0,9,5,39
25276,0.0,1.0,54,31569,1.0,1,15784.5,1.0453292787227977,0.14356170552301517,0.0,0.2627225045112024,0.7372774954887976,-122.32889,47.56318,3344952.0,101.4000015,125.59,3.98,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
25277,0.0,1.0,60,22509,1.0,1,11254.5,1.0,0.09823242680021749,0.0,1.0,0.0,-122.32876,47.56362,177812.7969,7.900000095,1.24,0.06,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
25278,0.0,1.0,60,39984,1.0,1,19992.0,0.7799119647859144,-0.12185560841386811,0.0,0.40749154829307205,0.592508451706928,-122.32902,47.56424,1163530.25,29.10000038,36.82,0.92,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
25325,0.0,1.0,110,26440,1.0,1,13220.0,1.0,0.009825607403749825,0.0,0.31028399580500204,0.6897160041949979,-122.320017,47.62322037,826275.1875,31.29999924,27.93,1.06,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,east,Worship Facility,0,17,4,51
25364,0.0,1.0,60,28800,1.0,2,9600.0,1.0,0.05473301931225982,0.0,0.5933227606296761,0.4066772393703238,-122.31042,47.59291,1266706.875,44.0,29.44,1.02,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,greater duwamish,Self-Storage Facility,0,12,5,45
25371,0.0,1.0,7,28500,4.0,2,9500.0,1.0912280701754387,0.0762209684914299,0.0,0.6171779373297401,0.38282206267025987,-122.28594,47.61791,1300765.5,41.79999924,28.64,1.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,K-12 School,central,K-12 School,0,3,1,11
25451,0.0,1.0,38,26519,1.0,2,8839.666666666666,0.5125381801727064,-0.3729576637774533,0.0,0.58394205749484,0.41605794250516,-122.33173,47.62902,3717064.0,140.1999969,97.27,3.67,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Restaurant,lake union,Restaurant,0,10,6,43
25457,0.0,1.0,95,26300,1.0,2,8766.666666666666,1.0,0.11971788457197396,0.0,0.43470664735922276,0.5652933526407773,-122.33946,47.62643,3711173.0,141.1000061,116.94,4.45,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,magnolia / queen anne,Other - Entertainment/Public Assembly,0,8,7,24
25461,0.0,1.0,54,34072,1.0,2,11357.333333333334,1.0,0.11450415604984032,0.0,0.4045862955101059,0.5954137044898941,-122.33988,47.63734,7007726.0,205.6999969,226.81,6.66,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Restaurant,lake union,Restaurant,0,10,6,43
25462,0.0,1.0,67,23355,1.0,3,5838.75,0.9383429672447013,0.1519364907741514,0.0,1.0,0.0,-122.33982,47.63614,840549.375,38.40000153,5.86,0.25,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,lake union,Office,0,13,6,21
25464,0.0,1.0,51,30840,1.0,4,6168.0,0.9486057068741893,0.16219923040363937,0.0,0.53187956783342,0.4681204321665799,-122.33895,47.63575,3840161.75,126.1999969,101.21,3.28,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
25471,0.0,1.0,70,20332,1.0,1,10166.0,1.0,0.12924274420091453,0.0,0.5447815546342606,0.45521844536573935,-122.3035,47.67642,431857.6875,21.20000076,10.99,0.54,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Other,northeast,Other,0,8,9,22
25513,0.0,1.0,116,21850,1.0,1,10925.0,1.0,0.009825607403749825,0.0,0.25820500072373925,0.7417949992762607,-122.288,47.61118,359962.5938,16.5,13.09,0.6,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,central,Worship Facility,0,17,1,51
25522,0.2163744501579828,0.7836255498420173,19,32282,1.0,4,5059.4,0.3903103896908494,-0.036118579368440595,0.0,0.6119482882258855,0.3880517117741145,-122.29978,47.66827,1500695.375,59.29999924,34.62,1.07,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Mixed Use Property,northeast,Multifamily Housing,0,7,9,18
25528,0.27007676625796195,0.729923233742038,33,307557,1.0,13,16035.214285714286,0.528103733616858,-0.2583027428536919,0.0,1.0,0.0,-122.33803,47.60449,9691704.0,41.5,66.32,0.22,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
25537,0.0,1.0,98,28309,1.0,2,9436.333333333334,1.0,0.05473301931225982,0.0,0.5542087197804368,0.44579128021956316,-122.3508,47.64633,498364.9063,17.60000038,11.85,0.42,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,magnolia / queen anne,Self-Storage Facility,0,12,7,45
25540,0.0,1.0,102,45500,1.0,4,9100.0,1.0,0.11454198215540679,0.33616997906951485,0.382038516066444,0.28179150486404114,-122.3352,47.60154,2934339.25,64.5,122.0,2.68,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Hotel,downtown,Hotel,0,2,3,10
25541,0.0,1.0,116,38376,1.0,5,6396.0,0.7624035855743173,-0.024002890896232643,0.0,1.0,0.0,-122.33458,47.60106,2142457.5,67.69999695,14.35,0.37,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25543,0.0,1.0,116,42804,1.0,4,8560.8,0.5634987384356602,-0.22290773803488972,0.0,0.4981651043507875,0.5018348956492125,-122.33458,47.60149,1598032.0,52.0,46.53,1.09,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25546,0.0,1.0,11,57600,1.0,5,9600.0,0.4791666666666667,0.0,0.0,0.4579098433717774,0.5420901566282226,-122.33514,47.6005,7355579.0,145.3999939,223.36,3.88,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Mixed Use Property,downtown,Residence Hall/Dormitory,0,7,3,41
25548,0.0,1.0,116,33300,1.0,4,6660.0,0.7999699699699699,0.013563493499419987,0.0,0.8353440823551433,0.16465591764485665,-122.33459,47.60023,1355968.5,40.70000076,18.76,0.56,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25554,0.0,1.0,116,22200,1.0,3,5550.0,1.0,0.12924274420091453,0.0,0.34148008434615834,0.6585199156538417,-122.33514,47.59976,231847.0938,10.39999962,7.05,0.32,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Other,downtown,Other,0,8,3,22
25563,0.0,1.0,48,29498,1.0,2,9832.666666666666,0.6695030171537053,-0.2322645560460772,0.0,0.863297779192868,0.13670222080713204,-122.34219,47.64306,3930355.5,136.0,50.05,1.7,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,magnolia / queen anne,Non-Refrigerated Warehouse,0,16,7,20
25567,0.0,1.0,78,23050,1.0,1,11525.0,1.0,0.09823242680021749,0.0,1.0,0.0,-122.34358,47.64793,486485.3125,21.10000038,3.25,0.14,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,lake union,Non-Refrigerated Warehouse,0,16,6,20
25568,0.0,1.0,8,48350,1.0,4,9670.0,1.0,0.21359352352945005,0.0,1.0,0.0,-122.34086,47.64747,3280955.5,74.69999695,22.09,0.46,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,lake union,Office,0,13,6,21
25572,0.0,1.0,86,46059,1.0,1,23029.5,0.9987190342821164,0.12540028934473324,0.0,0.868207620607384,0.13179237939261595,-122.3192,47.66097,1656820.0,36.0,20.66,0.45,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,northeast,Retail Store,0,11,9,44
25635,0.0,1.0,46,23595,1.0,2,7865.0,1.0,0.1521787839519645,0.0,0.9779682166844056,0.022031783315594376,-122.3181,47.67437,823716.875,34.90000153,6.53,0.28,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Medical Office,northeast,Medical Office,0,6,9,16
25657,0.0,1.0,116,28142,1.0,3,7035.5,1.0,0.21359352352945005,0.402097227395052,0.48884686136621164,0.10905591123873644,-122.33328,47.59938,911154.125,32.40000153,34.08,1.21,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25658,0.0,1.0,116,28760,1.0,3,7190.0,0.4281641168289291,-0.3582423596416209,0.1914211870574679,0.21873307648029064,0.5898457364622415,-122.33327,47.59954,2726126.75,112.0,124.59,4.33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25659,0.0,1.0,114,39030,1.0,4,7806.0,0.8199077632590315,0.03350128678848152,0.0,0.7350654047863042,0.26493459521369583,-122.33318,47.59979,773324.6875,20.0,13.69,0.35,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25661,0.0,1.0,107,47215,1.0,3,11803.75,0.5010907550566557,-0.2853157214138943,0.0,0.6169701103117803,0.38302988968821977,-122.33377,47.60071,2136896.0,46.40000153,63.81,1.35,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
25663,0.43845404352062356,0.5615459564793764,90,61580,1.0,2,11526.666666666666,0.5891523221825268,-0.2816049336165587,0.0,0.7922586400148781,0.20774135998512183,-122.31728,47.61492,4489734.5,123.8000031,69.53,1.13,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Nonresidential COS,Other,east,Other,1,8,4,22
25664,0.0,1.0,99,30720,1.0,3,7680.0,0.9674479166666666,0.18104144019611668,0.0,0.7217400278892407,0.27825997211075926,-122.31724,47.61459,1361277.25,44.29999924,25.53,0.83,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,east,Office,0,13,4,21
25666,0.0,1.0,100,20640,1.0,2,6880.0,0.47238372093023256,-0.4009350240071506,0.0,1.0,0.0,-122.31726,47.61428,412562.4063,19.29999924,2.88,0.14,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Mixed Use Property,east,Retail Store,0,7,4,44
25667,0.0,1.0,104,34914,1.0,2,11638.0,0.4291401729965057,-0.44417857194087745,0.0,1.0,0.0,-122.3193,47.61421,1314474.5,41.79999924,9.29,0.27,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Mixed Use Property,east,Retail Store,0,7,4,44
